Karmn,Name,RA_J2000,DE_J2000,RA_J2015,DE_J2015,SpType,SpTnum,Ref_SpT,Plx,ePlx,Ref_Plx,d_pc,ed_pc,Ref_d,Lbol,eLbol,Teff,logg,Radius,eRadius,Mass,eMass,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Qf_FUV,Qf_NUV,Ref_FNUV,u_mag,eu_mag,Qf_u,Ref_u,BT_mag,eBT_mag,Qf_BT,Ref_BT,B_mag,eB_mag,Qf_B,Ref_B,g_mag,eg_mag,Qf_g,Ref_g,BP_mag,eBP_mag,Qf_BP,Ref_BP,VT_mag,eVT_mag,Qf_VT,Ref_VT,V_mag,eV_mag,Qf_V,Ref_V,r_mag,er_mag,Qf_r,Ref_r,GG_mag,eGG_mag,Qf_GG,Ref_GG,i_mag,ei_mag,Qf_i,Ref_i,RP_mag,eRP_mag,Qf_RP,Ref_RP,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Qf_J,Qf_H,Qf_Ks,Ref_JHK,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Qf_W1,Qf_W2,Qf_W3,Qf_W4,Ref_Ws,Teff_meta,logg_meta,Meta_meta,Lbol_meta,Lberr_meta,Lbol_lit,Lberr_lit,M_lit,eM_lit,R_lit,eR_lit,Teff_lit,eTeff_lit,Ref_LMRT,Teff_Pas19,eTeff_Pas19,FeH_lit,eFeH_lit,FeH_lit_ref,Binarity,rho,theta,RUWE,DeltaG,gaia_id_1,ra_1,ra_error_1,dec_1,dec_error_1,parallax_1,parallax_error_1,pmra_1,pmra_error_1,pmdec_1,pmdec_error_1,pmtotal_1,pmtotal_error_1,phot_bp_rp_excess_factor_1,radial_velocity_1,radial_velocity_error_1,l_1,b_1,teff_val_1,lum_val_1,gaia_id_2,ra_2,ra_error_2,dec_2,dec_error_2,parallax_2,parallax_error_2,pmra_2,pmra_error_2,pmdec_2,pmdec_error_2,pmtotal_2,pmtotal_error_2,phot_g_mean_mag_2,phot_g_mean_mag_error_2,phot_bp_mean_mag_2,phot_bp_mean_mag_error_2,phot_rp_mean_mag_2,phot_rp_mean_mag_error_2,phot_bp_rp_excess_factor_2,radial_velocity_2,radial_velocity_error_2,Young_YMG,Young_ref,Class,Sample_source,Bool_contam,Bool_delta,Bool_young,Bool_dphot,Bool_RUWE,Bool_excess
J19502+317,LP 338-004,297.56636,31.783304,297.567101738442,31.7848771750057,M2.5 V,2.5,PMSU,30.139209,0.484523,Gaia2,33.179371,0.533398,Gaia2,0.0346136,0.0013959922,3400,5.0,0.5362,0.0191,0.5418,0.0234,,,,,,,,,,,,,,,,14.427,0.02,false,UCAC4,13.561,0.002,false,PS1,13.1815,0.0016,false,Gaia2,,,,,12.904,0.01,false,UCAC4,12.325,0.018,false,CMC15,11.9539,0.0048,false,Gaia2,11.09,0.01,false,UCAC4,10.7148,0.0017,false,Gaia2,9.178,0.02,8.606,0.016,8.325,0.017,AAA,false,false,false,2M,8.162,0.023,8.012,0.02,7.936,0.02,7.778,0.115,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,-0.4,0.01,APOGEE,Background,3.32,32.3,9.296,8.01,2033777996642886528,297.567101738442,0.37860437250815,31.7848771750057,0.415250903143756,30.1392093535534,0.484523365639012,141.88545529996,0.860241694774336,336.08091099317,0.861420480181226,364.803866700555,0.861242267207504,1.5703828,,,67.5322802875558,2.75763162326528,3750.8066,,2033778000965920384,297.566587975019,1.78567983372272,31.7840651200324,1.2707760773405,,,,,,,,,19.959774,0.0128388650189631,,,,,,,,,,Gamma,Karmn,false,false,false,false,true,false
J19510+104,omi Aql B,297.752847,10.411125,297.753990808992,10.4105701743239,M3.5 V,3.5,PMSU,51.178268,0.058799,Gaia2,19.539544,0.022449,Gaia2,0.0148775475,2.093261E-4,3300,4.5,0.3732,0.0116,0.3697,0.0158,,,,,,,,,,,,,,,,,,,,13.596,0.001,false,PS1,13.2469,0.0064,false,Gaia2,,,,,,,,,12.392,0.043,false,PS1,11.761,7.0E-4,false,Gaia2,10.84,0.011,false,PS1,10.5664,0.0031,false,Gaia2,8.888,0.029,8.301,0.042,8.012,0.034,AAA,false,false,false,2M,7.7,0.024,7.539,0.022,7.466,0.02,6.606,0.082,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.148,,4303294035005560704,297.753990808992,0.0436312550975316,10.4105701743239,0.0349132131419345,51.1782679491426,0.0587985057555155,264.377124072925,0.0920378032789508,-116.081993223256,0.0719537647226878,288.739143317554,0.089098905514336,1.4667952,,,49.12940009904,-8.19834400018755,3727.36,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J19511+464,G 208-042,297.788774,46.483295,297.789981652018,46.4845367338129,M4.0 V,4.0,PMSU,83.48136,0.03658,Gaia2,11.978722,0.005249,Gaia2,0.007212916,1.7087538E-4,3200,4.5,0.2763,0.0092,0.2675,0.0132,,,,,,,,,,,,,,,,14.61,0.03,false,UCAC4,13.683,0.05,false,UCAC4,13.1684,0.0026,false,Gaia2,,,,,12.961,0.19,false,UCAC4,12.357,0.12,false,UCAC4,11.5509,7.0E-4,false,Gaia2,11.112,0.25,false,UCAC4,10.3313,0.0012,false,Gaia2,8.586,0.023,8.045,0.02,7.773,0.016,AAA,false,false,false,2M,7.568,0.03,7.417,0.02,7.295,0.017,7.177,0.075,AAAA,false,false,false,false,WISE,3000.0,5.5,-1.5,0.0068844906,1.6598568E-4,,,,,,,,,,,,-0.3,0.01,APOGEE,Background,3.84,53.1,0.968,7.94,2080285727861817088,297.789981652018,0.0307958598867541,46.4845367338129,0.0363642976635993,83.4813602468066,0.0365802218878424,183.293389861145,0.0661743817779472,266.018676683023,0.0724240895263262,323.051703463975,0.0704726943346753,1.4752125,,,80.4417436375104,9.94993593529484,3608.2573,,2080285723558655616,297.791029703935,0.535598658241848,46.485322824595,0.517723317700904,0.0878553534844982,0.598765889329924,1.5327869020883,0.884957259784403,-7.8717652551977,1.18649968153841,8.01960871365625,1.17684463139387,19.489023,0.0150364910525107,,,,,,,,,,Alpha-,Karmn,false,false,false,false,false,false
J19512+622,G 260-035,297.800243,62.286606,297.798754013521,62.2876616463255,M2.0 V,2.0,Lep13,34.086802,0.030033,Gaia2,29.336868,0.025848,Gaia2,0.06247958,0.0013799737,3700,4.5,0.6083,0.0178,0.6179,0.0227,,,20.177,0.16,,false,GALEX,15.495,0.006,false,SDSS9,14.09,0.507,false,Tycho2,13.094,0.07,false,UCAC4,12.403,0.08,false,UCAC4,11.8682,0.0025,false,Gaia2,11.922,0.17,false,Tycho2,11.703,0.13,false,UCAC4,11.086,0.02,false,UCAC4,10.7426,7.0E-4,false,Gaia2,10.135,0.09,false,UCAC4,9.7193,0.0018,false,Gaia2,8.348,0.02,7.652,0.02,7.488,0.016,AAA,false,false,false,2M,7.332,0.042,7.322,0.019,7.285,0.016,7.298,0.082,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.955,,2241125999619972480,297.798754013521,0.0380262452818685,62.2876616463255,0.0488527763224993,34.0868021730329,0.0300326379253775,-159.82995535301,0.0789618263188052,242.222847095146,0.114385240350566,290.202553887838,0.104911767999455,1.3533425,-17.1335343286074,0.449721974400525,94.862283269017,17.2765976684792,3876.6667,0.058547698,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J19535+341,LP 282-007,298.386279,34.141178,298.386366680422,34.1422533850319,M1.5 V,1.5,PMSU,37.138565,0.027077,Gaia2,26.926188,0.019631,Gaia2,0.053160165,7.73327E-4,3700,4.5,0.5611,0.0157,0.5681,0.0206,,,,,,,,,,,,12.789,0.257,false,Tycho2,13.062,0.01,false,UCAC4,12.342,0.016,false,APASS9,11.8652,0.0012,false,Gaia2,11.874,0.173,false,Tycho2,11.632,0.01,false,UCAC4,11.021,0.014,false,APASS9,10.7369,4.0E-4,false,Gaia2,10.047,0.009,false,APASS9,9.7087,7.0E-4,false,Gaia2,8.329,0.024,7.668,0.016,7.472,0.02,AAA,false,false,false,2M,7.272,0.03,7.324,0.02,7.257,0.019,7.412,0.105,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.987,,2035294983392947200,298.386366680422,0.0197009350339727,34.1422533850319,0.0262200547804987,37.1385652305967,0.0270771005221617,16.8114498557895,0.0425716234453693,227.780300332932,0.0533215877126425,228.399846904533,0.0532691922155656,1.3575302,-28.4273431588988,0.388500282303335,69.9142562925245,3.36754848956206,3960.0,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J19539+444E,GJ 1245 C,298.479536,44.415287,298.481857943232,44.4129729076578,M5.5 V,5.5,AF15a,214.528464,0.082418,Gaia2,4.661386,0.001791,Gaia2,,,,,,,,,,,,,,,,,,,,,,,,15.111,0.018,false,APASS9,14.747,0.012,false,PS1,14.3534,0.0032,false,Gaia2,,,,,13.052,0.082,false,APASS9,13.488,0.026,false,PS1,11.919,6.0E-4,false,Gaia2,11.349,0.406,false,PS1,10.5115,0.0025,false,Gaia2,8.275,0.026,7.728,0.031,7.387,0.018,AAA,false,false,false,2M,7.117,0.138,6.93,0.064,6.793,0.023,6.655,0.093,BAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,-0.05,0.08,Man15,,,,1.265,,2079073928612821760,298.481857943232,0.0650889549012902,44.4129729076578,0.0834339241524758,214.528463540169,0.0824178667363825,350.513020619013,0.144307102168383,-480.121025354346,0.164381103119959,594.454015556101,0.157691946392532,1.6354765,,,78.8587590793591,8.50577176349004,3293.5,,,,,,,,,,,,,,,,,,,,,,,,,,Delta,Karmn,false,true,false,false,false,false
J19539+444W,V1581 Cyg AB,298.476799,44.415043,298.479670406308,44.4123919289234,M5.5 V+,5.5,AF15a,213.132893,0.573724,Gaia2,4.691908,0.01263,Gaia2,,,,,,,,,,,,,,,,,,,,,,,,15.106,0.02,false,UCAC4,13.996,0.02,false,UCAC4,13.7469,0.0042,false,Gaia2,,,,,13.126,0.07,false,UCAC4,12.801,0.0,false,CMC15,11.4663,0.0024,false,Gaia2,10.323,0.21,false,UCAC4,10.0352,0.0027,false,Gaia2,7.791,0.023,7.194,0.016,6.854,0.016,AAA,false,false,false,2M,6.703,0.162,6.394,0.057,6.259,0.016,6.109,0.06,BAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,0.01,,Man19,Background,4.46,-75.0,10.547,8.17,2079073928612819840,298.479670406308,0.540595119729034,44.4123919289234,0.515913497182946,213.132893473234,0.573723823945066,441.561972632733,1.14385268729898,-434.240737422247,1.0310155036709,619.307672899608,1.08983819309432,1.6813977,,,78.8574616921281,8.50683612198356,3604.525,,2079074096104160384,298.478048317491,0.613138124457142,44.4128279208372,0.871614765474117,0.606863299211709,0.895040240588223,-2.2961807767994,1.19189073135323,-2.73040383219598,1.57626863484813,3.56756937516477,1.42963210768817,19.6398,0.0164675331491868,19.827719,0.133814149383054,17.323217,0.371591252382867,4.2145977,,,,,Delta,Karmn,false,true,false,false,true,false
J19540+325,G 125-043,298.511003,32.564693,298.511987329138,32.5654847153668,M2.0 V,2.0,PMSU,21.639165,0.054846,Gaia2,46.212504,0.117129,Gaia2,0.08742509,0.001405558,3500,5.0,0.8041,0.0239,0.8245,0.0297,,,,,,,,,,,,,,,,,,,,13.114,0.072,false,APASS9,12.7189,0.002,false,Gaia2,,,,,,,,,11.799,0.026,false,APASS9,11.4905,0.0011,false,Gaia2,10.735,0.015,false,APASS9,10.4139,0.0014,false,Gaia2,8.946,0.026,8.273,0.021,8.062,0.023,AAA,false,false,false,2M,7.914,0.025,7.894,0.019,7.823,0.023,7.876,0.171,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Background,2.77,-64.8,1.453,6.71,2034291094904356224,298.511987329138,0.0439626614576045,32.5654847153668,0.0456559284141523,21.6391648221571,0.0548458645830757,173.323727782603,0.104433701522233,160.584816512462,0.0901588166715439,236.28076076312,0.0980985531148182,1.3847971,-57.1282989501234,0.323405787022945,68.6129379130032,2.46854774729029,3911.4849,0.07126418,2034291094904355328,298.511191100277,0.743018004806911,32.565859686058,0.420223566115144,,,,,,,,,18.202887,0.0102356805882563,,,,,,,,,,Gamma,Karmn,false,false,false,false,true,false
J19546+202,TYC 1624-397-1,298.656484,20.218485,298.656325478513,20.2182103177222,M0.0 V,0.0,Lep13,36.474343,0.035419,Gaia2,27.416532,0.026623,Gaia2,0.078103505,0.007545821,3900,5.0,0.6122,0.0335,0.6219,0.0376,,,,,,,,,,,,12.132,0.129,false,Tycho2,12.132,0.99,false,UCAC4,13.925,0.001,true,PS1,11.0603,0.0013,false,Gaia2,11.06,0.072,false,Tycho2,11.06,0.99,false,UCAC4,10.194,0.365,false,PS1,10.1484,5.0E-4,false,Gaia2,10.83,0.001,true,PS1,9.2381,9.0E-4,false,Gaia2,8.068,0.02,7.476,0.04,7.229,0.023,AAA,false,false,false,2M,7.068,0.04,7.163,0.02,7.084,0.018,6.842,0.073,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Background,2.26,89.1,1.064,5.49,1826261983123386240,298.656325478513,0.0204233336483278,20.2182103177222,0.0204971248313469,36.4743427779621,0.0354191675628696,-38.0899059003719,0.0422230417404699,-62.7585134692234,0.0424014467222174,73.4130229888804,0.0423534941848473,1.3016962,-47.8462762001614,0.143157591095099,58.0886048906599,-4.00044353075832,4049.09,0.079038754,1826261983123419008,298.655655532545,0.102584920606881,20.2182000322328,0.19208810443939,-0.44839691186697,0.217525308850622,-4.71122994610062,0.214846334629335,-9.34893501574799,0.332589015342341,10.4689194062097,0.312348863643251,15.638876,0.0181532154001117,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J19558+512,Wolf 1122,298.970218,51.272778,298.973292038561,51.274299264929,M1.0 V,1.0,PMSU,39.401516,0.031133,Gaia2,25.379734,0.020054,Gaia2,0.0352686,8.0280565E-4,3700,5.0,0.457,0.0134,0.4582,0.0178,,,,,,,,,,,,,,,,13.278,0.01,false,UCAC4,12.483,0.0,false,UCAC4,12.1039,0.0017,false,Gaia2,,,,,11.81,0.03,false,UCAC4,11.165,0.09,false,UCAC4,11.001,8.0E-4,false,Gaia2,10.278,0.04,false,UCAC4,9.9891,0.0011,false,Gaia2,8.658,0.029,8.068,0.029,7.848,0.029,AAA,false,false,false,2M,7.675,0.031,7.618,0.02,7.533,0.017,7.458,0.101,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.178,,2088887447842531584,298.973292038561,0.029387890628065,51.274299264929,0.027620963706162,39.4015159229066,0.0311332426191222,472.226395164807,0.0628189703211988,346.97392227946,0.054273673361119,585.99374658126,0.05996181350437,1.3474369,-47.7082116631754,0.639138878024904,85.0843708892267,11.6075060290898,4012.7354,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J19564+591,BD+58 2015B,299.103756,59.156021,299.099957382858,59.1555006739646,M3.5 V,3.5,AF15a,36.728166,0.029747,Gaia2,27.227061,0.022052,Gaia2,0.014128288,1.8529738E-4,3400,5.0,0.3426,0.0103,0.3374,0.0145,,,,,,,,,,,,,,,,14.991,0.01,false,UCAC4,14.197,0.01,false,UCAC4,13.8006,0.0022,false,Gaia2,,,,,13.57,0.01,false,UCAC4,13.005,0.01,false,UCAC4,12.3928,4.0E-4,false,Gaia2,11.614,0.07,false,UCAC4,11.2381,0.0017,false,Gaia2,9.653,0.018,9.155,0.016,8.91,0.022,AAA,false,false,false,2M,8.768,0.023,8.577,0.02,8.486,0.02,8.244,0.127,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.122,,2235729562191515136,299.099957382858,0.0281677375957048,59.1555006739646,0.0307567788399408,36.7281659177748,0.0297465619483912,-431.114372469811,0.0605316201313734,-107.872123452113,0.0686612793793311,444.405217305228,0.0610406422417984,1.4344567,,,92.2455125267235,15.3001499954579,3989.8,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J19565+591,BD+58 2015A,299.141711,59.161709,299.137882639593,59.1611971984311,M0.0 V,0.0,AF15a,38.370512,0.579733,Gaia2,26.06168,0.393761,Gaia2,0.13084346,0.004711312,4100,5.0,0.7169,0.0217,0.7325,0.0271,,,,,,,,,,,,11.424,0.065,false,Tycho2,11.089,0.01,false,UCAC4,10.695,0.031,false,PS1,10.1737,0.0016,false,Gaia2,10.12,0.033,false,Tycho2,9.938,0.04,false,UCAC4,9.389,0.011,false,PS1,9.399,8.0E-4,false,Gaia2,8.756,0.0,false,PS1,8.5336,0.0018,false,Gaia2,7.423,0.024,6.799,0.016,6.663,0.018,AAA,false,false,false,2M,6.522,0.062,6.517,0.024,6.484,0.019,6.471,0.044,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,17.919,,2235729901490753792,299.137882639593,0.623743855233081,59.1611971984311,0.595145344010603,38.3705121417991,0.57973266267746,-424.343913022486,1.29791251804649,-80.2727816262096,1.1408130076164,431.869744239214,1.29280336356624,1.3045286,8.61470091857098,1.10518412363335,92.2600992679911,15.2855722529175,4319.0,0.12233811,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,true,false
J19573-125,HD 188807 B,299.349188,-12.563866,299.348789302824,-12.5661809923926,M5.0 V,5.0,PMSU,56.222561,0.097389,Gaia2,17.786454,0.03081,Gaia2,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.225,0.028,false,APASS9,15.6611,0.0026,false,Gaia2,,,,,,,,,14.718,0.041,false,APASS9,13.553,5.0E-4,false,Gaia2,12.785,0.004,false,PS1,12.2072,0.0018,false,Gaia2,10.212,0.023,9.652,0.027,9.318,0.021,AAA,false,false,false,2M,9.127,0.022,8.934,0.02,8.761,0.03,8.565,0.362,AAAC,false,false,false,true,WISE,,,,,,,,,,,,,,,,,,,,Background,4.85,-68.5,1.228,4.98,4188996885011268608,299.348789302824,0.0830314499924433,-12.5661809923926,0.045275615685791,56.2225606418728,0.0973893902071654,-89.2739987240955,0.159624344458835,-518.029147094734,0.0854190088569594,525.665334683472,0.0884356457466183,1.5766038,,,28.8184401891492,-20.2286193817686,3668.075,,4188997636627120256,299.347510102999,0.239323916574015,-12.5656761352168,0.143455453320535,0.275255708943972,0.283411209382986,0.37425903136301,0.472971398704036,-4.03682849011703,0.286488767112987,4.05414036278683,0.288587537522618,18.537443,0.00223932470729702,19.22426,0.0369381576706722,17.46694,0.0385621292548957,1.5313624,,,,,Gamma,Karmn,true,true,false,false,false,false
J19582+020,LP 634-002,299.5655,2.037547,299.564130282469,2.0341446642159,M2.5 V,2.5,PMSU,64.233062,0.054169,Gaia2,15.568307,0.013129,Gaia2,0.01608619,2.3072126E-4,3500,5.0,0.3449,0.0102,0.3399,0.0144,,,,,,,,,,,,,,,,13.526,0.01,false,UCAC4,12.741,0.0,false,UCAC4,12.2458,0.0019,false,Gaia2,,,,,11.936,0.01,false,UCAC4,11.339,0.01,false,UCAC4,10.9492,7.0E-4,false,Gaia2,10.21,0.03,false,UCAC4,9.8569,0.0012,false,Gaia2,8.371,0.02,7.816,0.027,7.561,0.027,AAA,false,false,false,2M,7.411,0.028,7.278,0.019,7.199,0.018,7.152,0.113,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.188,,4240815184408080512,299.564130282469,0.0417358253585862,2.03414466421592,0.0298738367857827,64.233062121361,0.0541692643394577,-337.649854528668,0.0884664793858511,-820.45139136473,0.0638872547198299,887.213564963675,0.0679996641571997,1.387201,,,42.5713270728185,-13.8552762086902,3722.43,,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J19582+650,G 260-038,299.568809,65.038452,299.567976868903,65.0402158242778,M3.5 V,3.5,Lep13,53.701543,0.034205,Gaia2,18.621439,0.011861,Gaia2,0.01567433,1.4241785E-4,3300,4.5,0.383,0.0117,0.3801,0.0159,,,,,,,,,,,,,,,,,,,,13.379,0.006,false,PS1,13.0527,0.0024,false,Gaia2,,,,,,,,,12.611,0.008,false,PS1,11.5834,6.0E-4,false,Gaia2,11.366,0.137,false,PS1,10.409,0.0015,false,Gaia2,8.74,0.024,8.152,0.024,7.891,0.021,AAA,false,false,false,2M,7.673,0.03,7.585,0.02,7.481,0.016,7.371,0.077,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.188,,2247535151679497472,299.567976868903,0.0310986661567642,65.0402158242778,0.0355198124854992,53.7015429563138,0.0342046610877422,-66.5182532147393,0.0686563083107703,388.757813109272,0.0640300722567838,394.407549704926,0.0641662699448644,1.4460065,,,97.8162359270542,17.7835927451116,3881.0874,,,,,,,,,,,,,,,,,,,,,,,,,,Beta,Karmn,false,false,false,false,false,false
J20005+593,2MASS J20003177+5921289,300.132394,59.358055,,,M4.1 V+,4.0,Shk09,,,,16.9,6.08,Cif20,,,,,,,,,,,,,,,,,,,,,,,,15.742,0.04,false,UCAC4,14.637,0.008,false,PS1,,,,,,,,,14.528,0.01,false,UCAC4,13.678,0.043,false,PS1,,,,,11.899,0.022,false,PS1,,,,,9.636,0.022,9.068,0.02,8.794,0.016,AAA,false,false,false,2M,8.622,0.023,8.44,0.02,8.33,0.019,8.211,0.136,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delta,Karmn,false,true,false,true,false,false
J20011+002,NLTT 48567,300.275644,0.270976,300.275877297901,0.2700426393998,M2.0 V,2.0,Lep13,50.362423,0.040388,Gaia2,19.856074,0.015923,Gaia2,0.03797977,4.0811388E-4,3700,5.0,0.4743,0.0131,0.4764,0.0177,,,,,,,,15.767,0.009,false,SDSS9,,,,,,,,,12.727,0.09,false,PS1,11.7742,0.0015,false,Gaia2,,,,,,,,,11.409,0.001,false,SDSS9,10.5615,6.0E-4,false,Gaia2,9.969,0.07,false,PS1,9.496,9.0E-4,false,Gaia2,8.106,0.035,7.488,0.038,7.206,0.029,AAA,false,false,false,2M,7.039,0.053,7.006,0.018,6.927,0.014,6.84,0.081,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.084,,4237021938009045248,300.275877297901,0.0325770980570458,0.270042639399819,0.0214538292829398,50.3624231715613,0.0403875931707454,55.4565748624435,0.0689704326892537,-217.575603759404,0.0499609576354016,224.531902069044,0.0513226451445084,1.3765903,,,41.3189686561377,-15.3214250961755,3828.0098,,,,,,,,,,,,,,,,,,,,,,,,,,Beta,Karmn,false,false,false,false,false,false
J20024+032,HD 190007,300.695999,3.326233,300.695633891133,3.3266992092561,K5V,-2.0,Kir91,78.62381,0.061682,Gaia2,12.718793,0.009978,Gaia2,0.21509351,0.006398717,4600,5.0,0.7302,0.0192,0.7465,0.025,20.208,0.137,15.663,0.008,false,false,GALEX,,,,,8.925,0.018,false,Tycho2,9.306,0.01,false,UCAC4,7.983,0.0,false,APASS9,7.6966,0.0012,false,Gaia2,7.611,0.011,false,Tycho2,8.414,0.01,true,UCAC4,7.371,0.0,false,CMC15,7.0634,3.0E-4,false,Gaia2,7.041,0.001,false,PS1,6.3431,0.0018,false,Gaia2,5.476,0.024,4.956,0.026,4.796,0.017,AAA,false,false,false,2M,4.753,0.218,4.609,0.118,4.784,0.016,4.722,0.029,BBAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.89,,4247023886053586304,300.695633891133,0.0475974461914294,3.3266992092561,0.0233652223488661,78.6238102043223,0.0616815397119631,-90.2903037810028,0.0963276083950996,119.506275932624,0.0547682324510434,149.780135345613,0.0726736025548817,1.2362535,-30.4673208477629,0.132659325503829,44.3003664122501,-14.2220276324088,4650.0,0.2187349,,,,,,,,,,,,,,,,,,,,,,,,,,Kir91,false,false,false,false,false,false
J20034+298,HD 190360 B,300.860496,29.866682,300.864136206591,29.8642718806341,M4.5 V,4.5,AF15a,62.58792,0.057673,Gaia2,15.977524,0.014723,Gaia2,0.004742815,5.1596533E-5,3100,5.5,0.2388,0.0078,0.2279,0.0119,,,,,,,,,,,,,,,,,,,,15.021,0.007,false,PS1,14.6722,0.0035,false,Gaia2,,,,,,,,,13.819,0.001,false,PS1,12.7967,5.0E-4,false,Gaia2,12.028,0.032,false,PS1,11.4921,0.0028,false,Gaia2,9.554,0.021,9.026,0.019,8.712,0.019,AAA,false,false,false,2M,8.533,0.023,8.336,0.019,8.249,0.031,7.893,0.211,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,-0.43,0.01,APOGEE,Background,3.67,-62.7,1.116,7.32,2029432043779954432,300.864136206591,0.0394895006800617,29.8642718806341,0.047975587848826,62.5879201415924,0.0576731571934033,681.270763525697,0.0915171534317329,-525.716834269637,0.0948024394923433,860.52777007449,0.0927569243912889,1.5469644,,,67.3640980702503,-0.659174057707841,3524.605,,2029431975060642304,300.865146170832,0.626919791724167,29.8637512587473,0.907877286919209,-0.419652049617735,1.04991635477691,-2.86107437807883,1.84001057048366,-4.53338643377517,2.02457069881931,5.36072188747336,1.9737578442326,20.117426,0.0165067552723935,,,,,,,,,,Gamma,Karmn,false,false,false,false,false,false
J20037+644,TYC 4240-978-1,300.949216,64.429756,300.949154363379,64.4292563607209,M0.0 V,0.0,Lep13,27.194327,0.129746,Gaia2,36.772376,0.175443,Gaia2,0.115479164,0.0017735384,3900,5.0,0.7443,0.0199,0.7614,0.0257,20.56,0.161,18.6,0.048,false,false,GALEX,,,,,12.826,0.244,false,Tycho2,11.745,0.283,true,APASS9,11.636,0.014,false,PS1,11.2321,9.0E-4,false,Gaia2,11.42,0.095,false,Tycho2,10.955,0.022,false,APASS9,10.469,0.022,false,PS1,10.3578,3.0E-4,false,Gaia2,10.307,0.154,false,PS1,9.4613,9.0E-4,false,Gaia2,8.267,0.019,7.659,0.023,7.486,0.017,AAA,false,false,false,2M,7.334,0.034,7.382,0.02,7.317,0.017,7.233,0.072,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,4.67,,2247440975933944704,300.949154363379,0.137547858408896,64.4292563607209,0.11578027775968,27.1943267744909,0.129745791430286,-9.61803962387607,0.299941059363614,-99.6009701943145,0.242927050747122,100.064279090269,0.243514891750054,1.3004258,-1.1555033994462,0.308293101654599,97.5282719663523,16.9803498496007,4064.355,0.11610816,,,,,,,,,,,,,,,,,,,,,,,,,Gamma,Karmn,false,false,false,false,true,false
