PM,CNS3,RAJ2000,DEJ2000,pmRA,pmDE,Xray,HR1,FUV,NUV,Vmag,n_Vmag,Jmag,Hmag,Kmag,Obs,Date,CaH2,CaH3,TiO5,VO1,TiO6,VO2,Mst,SpT,zeta,logg,Teff,P,M,plx,e_plx,plx2,e_plx2,plx3,e_plx3,Uvel,Vvel,Wvel,EWHa,H,X,U,LSPM,2M,SimbadName
I04480+1703,,72.003662,17.056017,0.085,-0.03,,,,,11.75,T,8.21,7.59,7.37,UH22,5817.13,0.695,0.849,0.803,0.969,0.931,0.955,0.28,M0.5,0.92,4.5,3730,,,,,0.033,0.009,0.049,0.015,,-10.9,6.9,0.07,,,,0,2M,PM J04480+1703
I04487+1003,,72.197456,10.050717,-0.056,-0.071,0.12,-0.2,,,12.35,P,8.13,7.6,7.31,MDM,5098.03,0.448,0.723,0.483,0.864,0.752,0.83,3.19,M3.0,0.99,5.0,3400,,,,,0.07,0.028,0.075,0.022,,-1.4,-5.1,-0.37,,,,0,2M,PM J04487+1003
I04499+2341E,,72.484795,23.684078,0.002,-0.13,0.398,-0.11,,,11.36,P,8.24,7.57,7.38,UH22,5644.75,0.642,0.805,0.727,0.957,0.861,0.897,1.16,M1.0,0.95,4.5,3580,,,,,0.039,0.01,0.038,0.011,,-12.8,-9.3,-1.68,Y,Y,,0,2M,PM J04499+2341E
I04504+1959,,72.606056,19.986532,0.031,-0.132,,,,,12.1,P,8.73,8.09,7.91,UH22,4884.75,0.577,0.795,0.677,0.959,0.873,0.926,1.48,M1.5,0.92,4.5,3530,,,,,0.033,0.009,0.035,0.01,,-17.6,-7.5,0.35,,,,0,2M,PM J04504+1959
I04510+1458,,72.760117,14.971314,0.097,-0.019,0.0527,0.06,21.15,19.45,12.2,P,8.8,8.15,7.97,UH22,5790.14,0.706,0.852,0.806,0.962,0.911,0.959,0.32,M0.5,0.95,4.5,3670,,,,,0.025,0.007,0.035,0.01,,-13.9,12.1,-0.1,,,Y,0,2M,PM J04510+1458
I04520+0628,Gl  179,73.023842,6.476582,0.146,-0.31,,,,,11.94,T,7.81,7.21,6.94,UH22,5848.0,0.432,0.722,0.43,0.923,0.686,0.812,3.57,M3.5,1.06,4.5,3260,P,,0.0814,0.004,0.091,0.036,0.083,0.024,,-19.1,-2.5,0.31,,,,1,2M,PM J04520+0628
I04539+1924,,73.480621,19.408396,0.004,-0.044,,,,,10.94,T,8.18,7.61,7.4,UH22,5644.76,,,,,,,,G/K,,,,,,,,0.033,0.009,0.031,0.009,,-5.3,-3.2,,,,,0,2M,PM J04539+1924
I04545+3729,,73.633278,37.497746,0.017,-0.05,,,,20.02,10.25,T,7.32,6.68,6.49,MDM,5818.96,,,,,,,,G/K,,,,,,,,,,,,,,,,,,,0,2M,PM J04545+3729
I04559+0440W,Wo  9169 B,73.976898,4.671233,0.136,-0.185,0.149,-0.26,,,14.31,P,8.5,7.87,7.62,UH22,5790.14,0.527,0.754,0.608,0.942,0.815,0.905,2.24,M2.0,0.92,4.5,3400,,,,,0.045,0.012,0.134,0.039,,-23.5,1.6,-1.64,Y,,,1,2M,PM J04559+0440W
I04585+5148,,74.626846,51.804798,0.04,-0.165,,,,19.65,11.52,T,8.52,7.92,7.72,MDM,4791.88,,,,,,,,G/K,,,,,,,,,,,,,,,,,,,1,2M,PM J04585+5148
I04587+5056,GJ 1074,74.691521,50.943871,0.503,-0.336,,,,19.84,10.97,T,7.9,7.26,7.04,MDM,4791.89,0.64,0.83,0.718,0.951,0.917,0.949,0.8,M1.0,1.04,4.5,3560,P,,0.0518,0.0023,0.042,0.011,0.043,0.013,,-48.9,17.2,0.45,,,,1,2M,PM J04587+5056
I04588+4950,Gl  181,74.710701,49.849304,0.112,-0.114,,,,18.28,9.8,T,6.93,6.24,6.1,MDM,4791.89,0.733,0.878,0.771,0.964,0.956,1.003,-0.02,M0.0,1.35,4.5,3840,P,,0.0613,0.0014,0.056,0.015,0.059,0.017,,-11.4,1.4,0.46,,,,1,2M,PM J04588+4950
I04595+0147,Gl  182,74.895126,1.783535,0.038,-0.094,0.651,-0.19,,,10.26,T,7.12,6.45,6.26,UH22,5843.09,0.693,0.843,0.773,0.962,0.907,0.931,0.5,M0.5,1.03,4.5,3640,P,,0.0386,0.0025,0.057,0.015,0.064,0.019,,-11.5,-1.7,-1.09,Y,,,0,2M,PM J04595+0147
I05006+0711,,75.160294,7.187222,-0.069,-0.105,,,,20.54,11.66,T,8.72,8.11,7.87,UH22,5818.09,0.756,0.877,0.847,0.98,0.962,0.988,-0.29,K7.5,0.99,4.5,3900,,,,,0.023,0.006,0.027,0.008,,-8.3,-21.8,0.53,,,,0,2M,PM J05006+0711
I05012+2452,GJ 3320,75.314583,24.873482,0.225,-0.392,,,,20.29,11.93,T,8.08,7.49,7.2,MDM,4790.85,0.543,0.788,0.579,0.933,0.835,0.913,2.01,M2.0,1.1,4.5,3560,P,,,,0.051,0.014,0.063,0.018,,-41.5,-4.8,0.41,,,Y,1,2M,PM J05012+2452
I05016+1224,,75.406891,12.416316,0.068,-0.02,,,,19.69,12.13,T,8.72,8.11,7.87,UH22,5843.1,0.688,0.851,0.795,0.968,0.937,0.958,0.28,M0.5,0.94,4.5,3650,,,,,0.026,0.007,0.036,0.011,,-10.3,7.9,0.42,,,Y,0,2M,PM J05016+1224
I05018+0345,GJ 3321,75.460701,3.765363,0.13,-0.135,,,,,11.56,T,8.08,7.47,7.23,MDM,3765.64,0.588,0.791,0.694,0.941,0.881,0.942,1.38,M1.5,0.89,4.5,3550,P,,,,0.044,0.012,0.051,0.015,,-19.4,4.1,0.44,,,,1,2M,PM J05018+0345
I05019+0108,,75.486069,1.145255,0.023,-0.092,0.23,-0.29,,,13.18,P,8.53,7.93,7.68,MDM,5182.83,0.393,0.665,0.384,0.907,0.63,0.76,4.26,M4.5,1.0,5.0,3160,,,,,0.082,0.033,0.078,0.023,,-5.0,-1.5,-3.89,Y,,,0,2M,PM J05019+0108
I05031+3046,,75.777092,30.774714,-0.05,-0.156,,,,20.36,11.67,T,8.64,7.97,7.82,MDM,4789.89,0.773,0.884,0.818,0.96,0.962,0.993,-0.3,K7.5,1.3,4.5,3850,,,,,0.024,0.007,0.03,0.009,,-18.7,-26.1,0.7,,,,1,2M,PM J05031+3046
I05032+2123,,75.817009,21.398952,0.103,-0.139,0.0741,-0.73,,,11.33,T,7.45,6.82,6.57,MDM,4790.88,0.532,0.769,0.582,0.921,0.831,0.894,2.15,M2.0,1.02,5.0,3460,,M,,,0.071,0.019,0.085,0.025,,-11.5,0.1,0.23,,,,1,2M,PM J05032+2123
I05033+5307,Gl  184,75.849289,53.128681,1.304,-1.537,,,,,9.96,T,7.0,6.41,6.17,MDM,5099.03,0.678,0.868,0.791,0.918,0.915,0.95,0.33,M0.5,0.98,4.5,3570,,M,0.0734,0.002,0.058,0.016,0.06,0.018,,-118.6,7.5,0.47,,,,1,2M,PM J05033+5307
I05035+3535,,75.897301,35.588112,0.04,-0.046,,,,20.91,10.97,T,8.06,7.42,7.24,MDM,5818.97,,,,,,,,G/K,,,,,,,,,,,,,,,,,,,0,2M,PM J05035+3535
I05060+0420,GJ 3328,76.516754,4.337295,0.348,0.159,,,,,11.7,P,8.3,7.76,7.43,MDM,3765.65,0.608,0.815,0.693,0.957,0.885,0.983,1.18,M1.0,1.0,4.5,3560,P,,,,0.038,0.01,0.044,0.013,,-10.1,44.3,0.47,,,,1,2M,PM J05060+0420
I05062+0439,,76.553871,4.657563,0.027,-0.06,0.144,-0.38,,,13.73,P,8.91,8.34,8.07,UH22,5867.09,0.395,0.673,0.383,0.902,0.617,0.738,4.24,M4.0,1.01,4.5,3100,,,,,0.068,0.027,0.071,0.021,,-4.1,-0.5,-5.84,Y,,,0,2M,PM J05062+0439
I05076+2730,,76.902779,27.501524,0.06,-0.085,,,,20.12,11.56,T,8.32,7.66,7.5,UH22,5843.11,0.69,0.853,0.796,0.966,0.937,0.962,0.26,M0.5,0.95,4.5,3650,,,,,0.031,0.008,0.039,0.011,,-15.8,-0.3,0.49,,,,0,2M,PM J05076+2730
I05078+1758,GJ 3333,76.955223,17.982731,0.078,-0.262,0.0553,-0.58,,,11.82,P,8.02,7.45,7.18,MDM,3766.61,0.472,0.716,0.538,0.912,0.783,0.885,2.91,M3.0,0.91,5.0,3440,P,,,,0.068,0.027,0.063,0.018,,-19.5,-6.3,0.39,,,,1,2M,PM J05078+1758
I05088+3601,,77.219841,36.022442,0.012,-0.049,,,,,12.11,T,8.96,8.31,8.12,MDM,5818.97,,,,,,,,G/K,,,,,,,,,,,,,,,,,,,0,2M,PM J05088+3601
I05091+1254,,77.295456,12.912407,0.004,-0.041,,,,20.5,10.55,T,7.82,7.16,7.03,UH22,5817.13,,,,,,,,G/K,,,,,,,,0.039,0.011,0.036,0.01,,-4.7,-2.5,,,,,0,2M,PM J05091+1254
I05091+1527,GJ 3335,77.291519,15.459178,0.14,-0.624,0.182,-0.13,21.07,19.65,12.73,P,8.77,8.25,7.96,MDM,3766.61,0.483,0.737,0.51,0.937,0.754,0.922,2.92,M3.0,1.02,5.0,3520,P,,,,0.048,0.019,0.049,0.014,,-57.1,-22.0,-1.8,Y,,Y,1,2M,PM J05091+1527
I05103+0930,,77.575226,9.502105,0.057,-0.351,,,,,12.27,T,8.86,8.27,8.03,UH22,5843.11,0.542,0.786,0.591,0.947,0.814,0.888,2.07,M2.0,1.06,5.0,3540,,,0.0369,0.0039,0.036,0.01,0.034,0.01,,-39.9,-17.2,0.62,,,,1,2M,PM J05103+0930
I05103+4850,GJ 3336,77.592087,48.842319,0.18,-0.391,,,,,11.48,P,7.83,7.2,6.97,MDM,5095.0,0.534,0.756,0.56,0.956,0.804,0.954,2.36,M2.5,1.05,5.0,3600,P,,0.0487,0.0097,0.063,0.017,0.063,0.018,,-38.2,-8.2,0.62,,,,1,2M,PM J05103+4850
I05106+2946,,77.664673,29.780025,-0.263,0.069,,,,,12.53,P,8.6,8.03,7.77,MDM,3767.58,0.448,0.715,0.497,0.901,0.76,0.829,3.18,M3.0,0.95,5.0,3380,,,,,0.056,0.022,0.052,0.015,,19.1,-15.7,0.34,,,,1,2M,PM J05106+2946
I05111+1548,,77.790459,15.815954,0.067,-0.014,0.0556,,,19.7,12.33,P,8.97,8.28,8.1,UH22,5817.13,0.646,0.82,0.737,0.963,0.896,0.934,0.89,M1.0,0.96,4.5,3570,,,,,0.026,0.007,0.031,0.009,,-9.1,8.4,-0.26,,,Y,0,2M,PM J05111+1548
I05113+3632,,77.836662,36.538937,0.006,-0.121,,,,,11.75,T,8.98,8.34,8.19,MDM,5819.94,0.771,0.871,0.853,0.979,0.958,1.033,-0.28,K7.5,0.98,5.0,3860,,,,,0.021,0.006,0.021,0.006,,-22.8,-15.2,0.65,,,,0,2M,PM J05113+3632
I05114+1007,,77.873917,10.12105,-0.038,-0.217,,,,,11.97,T,8.85,8.25,8.01,UH22,5642.83,0.622,0.82,0.691,0.964,0.868,0.969,1.19,M1.0,1.06,4.5,3570,,,0.0193,0.0045,0.03,0.008,0.028,0.008,,-36.9,-35.0,0.39,,,,1,2M,PM J05114+1007
I05127+1939,Gl  192,78.175896,19.665615,0.275,0.238,,,,20.48,10.82,T,7.3,6.7,6.47,UH22,5644.76,0.529,0.764,0.61,0.954,0.849,0.92,2.06,M2.0,0.94,4.5,3420,P,,0.0813,0.0041,0.074,0.02,0.074,0.022,,2.1,20.7,0.21,,,,1,2M,PM J05127+1939
I05130+1928,,78.263847,19.468136,0.019,-0.041,,,,19.59,11.73,T,8.73,8.15,7.93,UH22,5966.87,,,,,,,,G/K,,,,,,,,0.026,0.007,0.028,0.008,,-8.1,-1.3,,,,,0,2M,PM J05130+1928
I05153+5532,,78.849731,55.541428,0.021,-0.058,,,,19.7,9.8,T,6.78,6.09,5.9,MDM,5819.95,,,,,,,,G/K,,,,,,,,,,,,,,,,,,,0,2M,PM J05153+5532
I05173+4550,Gl  195  A,79.348869,45.839714,0.06,-0.41,0.137,-0.27,,,10.83,P,6.78,6.2,5.95,MDM,5819.96,0.58,0.788,0.684,0.974,0.869,0.975,1.5,M1.5,0.89,4.5,3570,P,,0.0773,0.0155,0.082,0.022,0.128,0.038,,-21.4,-11.4,0.26,,,,1,2M,PM J05173+4550
I05173+7210,,79.338623,72.180962,-0.035,-0.109,,,,21.11,12.19,T,8.69,8.05,7.89,MDM,5816.01,0.633,0.815,0.697,0.98,0.9,1.071,1.03,M1.0,1.05,4.5,3640,,,,,0.031,0.008,0.039,0.011,,-6.3,-12.4,0.5,,,,0,2M,PM J05173+7210
I05177+0237,,79.436516,2.620665,-0.067,-0.006,,,,20.91,12.0,P,8.79,8.16,7.9,UH22,5843.12,0.698,0.855,0.798,0.968,0.945,0.971,0.18,M0.0,0.98,4.5,3700,,,,,0.025,0.007,0.031,0.009,,6.4,-11.1,0.54,,,,0,2M,PM J05177+0237
I05181+3224,,79.527832,32.411381,0.015,-0.039,,,,,11.77,T,8.92,8.31,8.11,MDM,5819.97,,,,,,,,G/K,,,,,,,,,,,,,,,,,,,0,2M,PM J05181+3224
I05195+6454,,79.879944,64.909386,0.006,0.147,0.0829,-0.28,,,13.79,P,8.95,8.4,8.13,MDM,5819.98,0.413,0.686,0.417,0.928,0.673,0.864,3.9,M4.0,1.0,5.0,3270,,,,,0.06,0.024,0.071,0.021,,6.0,5.3,-0.63,,,,0,2M,PM J05195+6454
I05226+7934,,80.66394,79.575279,0.081,-0.061,,,,20.12,11.35,T,8.2,7.58,7.34,MDM,5816.02,0.665,0.819,0.768,0.98,0.913,1.063,0.69,M0.5,0.89,4.5,3660,,,,,0.036,0.01,0.039,0.011,-7.2,,5.5,0.46,,,,0,2M,PM J05226+7934
I05228+2016,,80.708923,20.276703,0.03,0.03,,,,,12.45,P,8.64,8.07,7.82,UH22,5644.77,0.52,0.747,0.596,0.948,0.82,0.89,2.32,M2.5,0.92,4.5,3450,,,,,0.043,0.012,0.047,0.014,,0.9,4.5,0.0,,,,0,2M,PM J05228+2016
I05280+0938,Gl  203,82.000656,9.644033,-0.194,-0.76,,,,,12.48,T,8.31,7.84,7.54,MDM,4107.81,0.418,0.691,0.427,0.968,0.733,0.78,3.67,M3.5,1.0,5.0,3290,P,,0.1135,0.005,0.075,0.03,0.067,0.02,,-20.9,-22.7,0.44,,,,1,2M,PM J05280+0938
I05282+0258N,GJ 1080,82.060829,2.970648,-0.339,-1.107,,,,,12.57,P,8.98,8.5,8.22,UH22,5843.12,0.433,0.706,0.51,0.93,0.734,0.84,3.33,M3.5,0.89,5.0,3300,P,,0.0523,0.0105,0.049,0.02,0.036,0.01,,-59.9,-72.9,0.3,,,,2,2M,PM J05282+0258N
I05294+1534E,GJ 2043 A,82.362587,15.577311,-0.083,-0.127,,,,,10.55,T,7.56,7.0,6.78,UH22,5642.8,0.649,0.838,0.747,0.971,0.913,0.964,0.69,M0.5,0.99,4.5,3570,P,,0.058,0.0026,0.048,0.013,0.047,0.014,,-4.8,-11.1,0.37,,,,1,2M,PM J05294+1534E
I05298+3204,GJ 3349,82.469398,32.080883,-0.234,-0.673,,,,,12.77,P,8.65,8.06,7.84,MDM,2976.86,0.503,0.771,0.503,0.966,0.796,0.897,2.55,M2.5,1.15,5.0,3600,P,M,,,0.046,0.018,0.056,0.016,,-36.6,-47.9,0.56,,,,1,2M,PM J05298+3204
I05306+1514,,82.655098,15.241263,-0.129,-0.112,,,,,12.76,P,8.98,8.4,8.17,MDM,3766.62,0.479,0.725,0.524,0.922,0.768,0.901,2.92,M3.0,0.96,5.0,3450,,,,,0.044,0.017,0.04,0.012,,-2.5,-19.8,0.52,,,,1,2M,PM J05306+1514
I05322+0949,Gl  206,83.061096,9.820838,-0.178,-0.219,0.626,-0.33,,,11.55,T,7.42,6.88,6.56,UH22,5642.82,0.402,0.655,0.441,0.925,0.686,0.829,4.01,M4.0,0.91,4.5,3200,P,,0.0782,0.0037,0.126,0.05,0.099,0.029,,-4.8,-15.7,-1.47,Y,,,1,2M,PM J05322+0949
I05333+0406,,83.33889,4.100241,0.129,-0.05,,,,,10.85,T,8.12,7.5,7.35,UH22,5843.13,0.806,0.902,0.874,0.987,0.979,0.986,-0.7,K7.5,1.12,4.5,4030,,,,,0.029,0.008,0.031,0.009,,-17.8,13.9,0.49,,,,0,2M,PM J05333+0406
I05333+4448,GJ 1081,83.329727,44.816307,0.06,-0.36,0.0861,-0.25,20.48,19.77,12.5,P,8.2,7.59,7.34,MDM,5838.96,0.434,0.697,0.465,0.917,0.703,0.899,3.57,M3.5,0.96,5.0,3380,P,,0.0652,0.013,0.076,0.03,0.076,0.022,,-23.3,-10.3,-1.08,Y,,Y,1,2M,PM J05333+4448
I05334+4809,,83.371078,48.157131,-0.055,0.036,,,,19.78,11.68,P,8.63,7.99,7.79,MDM,4794.92,0.715,0.858,0.791,0.963,0.947,0.966,0.13,M0.0,1.08,4.5,3700,,,,,0.026,0.007,0.03,0.009,,10.5,-4.9,0.36,,,,0,2M,PM J05334+4809
I05337+0156,Gl  207.1,83.436676,1.94542,-0.241,-0.157,0.505,-0.18,,,11.53,T,7.76,7.15,6.86,UH22,5843.13,0.486,0.706,0.569,0.94,0.805,0.877,2.77,M3.0,0.85,4.5,3350,P,,0.0627,0.004,0.073,0.029,0.069,0.02,,0.9,-20.8,-4.98,Y,,,1,2M,PM J05337+0156
I05341+4732,,83.54435,47.534256,-0.059,0.032,0.162,0.1,21.56,19.39,12.5,P,8.75,8.1,7.89,MDM,5838.99,0.503,0.737,0.597,0.944,0.81,0.874,2.46,M2.5,0.87,5.0,3530,,,,,0.043,0.011,0.043,0.013,,6.4,-3.6,-1.02,Y,,Y,0,2M,PM J05341+4732
I05341+5112,GJ 3352,83.53611,51.215683,-0.052,-0.222,,,22.03,20.01,11.07,T,8.0,7.38,7.16,MDM,5838.97,0.635,0.817,0.761,0.964,0.857,0.955,1.04,M1.0,0.84,4.5,3550,P,M,0.0392,0.0026,0.042,0.011,0.041,0.012,,-17.2,-19.1,0.31,,,,1,2M,PM J05341+5112
I05342+1019N,GJ 3353 A,83.56308,10.320618,-0.085,-0.375,,,,,11.83,P,8.56,8.0,7.77,MDM,3765.67,0.468,0.747,0.496,0.918,0.733,0.864,3.02,M3.0,1.04,5.0,3400,P,,,,0.054,0.022,0.036,0.01,,-34.0,-34.5,0.34,,,,1,2M,PM J05342+1019N
I05348+1352,GJ 3356,83.71714,13.879636,-0.137,-0.391,,,,,11.95,P,7.78,7.19,6.94,UH22,5642.79,0.433,0.712,0.456,0.926,0.697,0.821,3.52,M3.5,1.0,4.5,3240,P,,0.0806,0.0161,0.091,0.036,0.086,0.025,,-14.5,-18.6,0.31,,,,1,2M,PM J05348+1352
I05365+1119,Gl  208,84.129143,11.327868,-0.001,-0.058,0.274,-0.46,,,9.02,T,6.13,5.44,5.27,UH22,5642.82,0.729,0.864,0.844,0.981,0.949,0.977,-0.08,M0.0,0.86,4.5,3750,P,,0.089,0.001,0.08,0.022,0.086,0.025,,-2.5,-1.6,0.07,,,,0,2M,PM J05365+1119
I05366+1117,,84.160278,11.296884,-0.003,-0.059,,,,,12.5,P,8.27,7.69,7.41,UH22,5642.81,0.408,0.669,0.46,0.913,0.671,0.792,3.91,M4.0,0.9,4.5,3140,,,,,0.082,0.033,0.071,0.021,,-3.1,-2.2,-0.09,,,,0,2M,PM J05366+1117
I05402+1239,GJ 3362,85.067062,12.65021,-0.016,-0.259,0.319,-0.26,,,11.65,T,8.07,7.41,7.2,MDM,3765.67,0.587,0.781,0.681,0.938,0.861,0.934,1.56,M1.5,0.9,4.5,3570,P,M,,,0.046,0.012,0.054,0.016,,-20.9,-14.8,-2.07,Y,,,1,2M,PM J05402+1239
I05404+2448,GJ 1083 AB,85.107178,24.802292,0.104,-0.37,,,,,15.22,P,8.98,8.38,8.04,UH22,5848.01,0.296,0.581,0.249,0.827,0.401,0.552,5.85,M6.0,1.01,5.0,2750,,M,0.0963,0.0193,0.121,0.048,0.127,0.037,,-18.1,-5.3,-4.71,Y,,,1,2M,PM J05404+2448
I05415+5329,Gl  212,85.378044,53.489872,0.003,-0.517,,,,,9.78,T,6.59,5.96,5.76,UH22,5639.74,0.619,0.82,0.72,0.965,0.902,0.942,0.98,M1.0,0.95,4.5,3500,P,,0.0804,0.0017,0.08,0.022,0.084,0.025,,-23.5,-14.7,0.4,,,,1,2M,PM J05415+5329
I05419+1520,Wo  9188,85.49527,15.337229,0.079,-0.044,0.0173,0.58,,,10.72,T,7.69,7.07,6.88,UH22,5843.15,0.697,0.851,0.799,0.972,0.952,0.971,0.17,M0.0,0.95,4.5,3700,P,,0.0468,0.0023,0.041,0.011,0.046,0.013,,-7.9,4.5,0.49,,,,0,2M,PM J05419+1520
I05421+1229,Gl  213,85.53833,12.489555,1.999,-1.571,0.0161,-0.6,,,11.56,T,7.12,6.63,6.39,UH22,5642.81,0.394,0.694,0.428,0.907,0.617,0.76,4.03,M4.0,0.97,4.5,3100,,,0.1716,0.004,0.145,0.058,0.134,0.04,,-64.6,25.1,0.26,,,,1,2M,PM J05421+1229
I05466+4407,GJ 3365,86.660149,44.122147,-0.566,-0.354,,,,,13.03,P,8.46,7.8,7.58,MDM,2976.86,0.424,0.718,0.395,0.918,0.646,0.803,3.8,M4.0,1.1,5.0,3270,P,,,,0.073,0.029,0.078,0.023,,0.1,-40.4,0.65,,,,1,2M,PM J05466+4407
I05468+6630,,86.703011,66.50322,0.094,0.082,,,,,11.77,T,8.42,7.76,7.56,MDM,5816.02,0.664,0.816,0.762,0.975,0.91,1.027,0.74,M0.5,0.91,4.5,3660,,,,,0.033,0.009,0.04,0.012,,1.0,16.5,0.45,,,,0,2M,PM J05468+6630
I05497+4529,,87.44873,45.492287,0.022,-0.05,,,,,11.05,T,8.29,7.65,7.48,UH22,6015.78,,,,,,,,G/K,,,,,,,,0.032,0.009,0.029,0.009,,-7.9,-0.8,,,,,0,2M,PM J05497+4529
I05530+0443,,88.268616,4.718679,0.257,-0.286,,,,,12.43,P,8.95,8.3,8.03,MDM,3765.72,0.584,0.803,0.643,0.945,0.851,0.955,1.58,M1.5,1.06,4.5,3580,,,,,0.031,0.008,0.034,0.01,,-54.2,13.2,0.46,,,,1,2M,PM J05530+0443
I05530+2507,,88.257568,25.128798,0.088,-0.173,,,,,12.49,P,8.55,7.92,7.68,MDM,4108.81,0.469,0.729,0.483,0.991,0.795,0.88,2.95,M3.0,1.04,5.0,3530,,,,,0.054,0.021,0.053,0.016,,-17.2,-1.1,0.48,,,,1,2M,PM J05530+2507
I05532+2415,Gl  220,88.308601,24.258806,0.158,-0.596,,,,,10.98,P,7.49,6.83,6.63,UH22,5644.78,0.562,0.791,0.632,0.954,0.841,0.908,1.78,M2.0,1.01,4.5,3570,P,M,0.0515,0.0103,0.064,0.017,0.067,0.02,,-54.4,-15.3,0.51,,,,1,2M,PM J05532+2415
I05547+1055,,88.690582,10.932518,-0.136,-0.064,0.192,-0.32,,,12.6,P,8.83,8.21,7.97,MDM,3766.65,0.47,0.712,0.537,0.923,0.776,0.899,2.97,M3.0,0.9,5.0,3530,,,,,0.047,0.019,0.042,0.012,,1.8,-16.6,-3.55,Y,,,1,2M,PM J05547+1055
I05552+3539,,88.800255,35.651352,-0.023,-0.206,,,,,11.47,T,8.68,8.02,7.83,MDM,4790.89,,,,,,,,G/K,,,,,,,,,,,,,,,,,,,1,2M,PM J05552+3539
I05558+4036,,88.951698,40.613838,-0.048,-0.104,,,,,12.06,P,8.78,8.15,7.96,MDM,5839.01,0.623,0.823,0.736,0.972,0.882,0.994,1.0,M1.0,0.91,4.5,3560,,,,,0.029,0.008,0.032,0.01,,-10.4,-14.9,0.51,,,,0,2M,PM J05558+4036
I05558+6625,,88.953987,66.42701,0.014,-0.157,,,,20.72,12.36,P,9.0,8.38,8.17,UH22,5954.87,0.631,0.827,0.715,0.964,0.899,0.948,0.93,M1.0,1.02,4.5,3540,,,,,0.026,0.007,0.031,0.009,,-21.2,-8.6,0.38,,,,1,2M,PM J05558+6625
I05560+0005S,,89.022026,0.086909,-0.075,-0.009,,,,,11.65,T,8.74,8.11,7.92,UH22,5843.15,0.785,0.899,0.877,0.981,0.97,0.986,-0.59,K7.5,0.97,4.5,3900,,,,,0.022,0.006,0.026,0.008,,6.6,-14.8,0.43,,,,0,2M,PM J05560+0005S
I05587+2557,,89.698174,25.960993,0.09,0.029,,,,,11.98,P,8.78,8.14,7.93,UH22,5644.78,0.63,0.82,0.728,0.968,0.913,0.948,0.88,M1.0,0.95,4.5,3540,,,,,0.028,0.008,0.031,0.009,,-3.3,15.4,0.49,,,,0,2M,PM J05587+2557
I05596+5835,GJ 3371 A,89.907303,58.59306,0.009,-0.249,,,21.56,18.93,10.25,T,7.07,6.42,6.21,MDM,4791.92,0.615,0.816,0.681,0.945,0.897,0.962,1.13,M1.0,1.06,4.5,3560,P,,0.0739,0.0016,0.066,0.018,0.067,0.02,,-12.6,-6.0,0.21,,,,1,2M,PM J05596+5835
I06000+0242,GJ 3379,90.01458,2.706573,0.311,-0.042,0.404,-0.2,,,11.53,T,6.91,6.31,6.04,UH22,5845.02,0.391,0.655,0.407,0.909,0.659,0.782,4.21,M4.0,0.95,4.5,3100,,,0.1909,0.0019,0.17,0.068,0.162,0.048,,-4.6,6.2,-0.59,,,,1,2M,PM J06000+0242
I06005+0254,,90.141106,2.907589,0.015,-0.04,,,,,11.93,P,8.92,8.26,8.09,MDM,4794.94,,,,,,,,G/K,,,,,,,,,,,,,,,,,,,0,2M,PM J06005+0254
I06008+6809,GJ 3373 A,90.206215,68.156334,0.419,-1.099,,,,,12.95,P,8.92,8.35,8.07,MDM,2976.87,0.457,0.734,0.438,0.924,0.714,0.851,3.32,M3.5,1.11,5.0,3400,P,M,0.0474,0.0028,0.05,0.02,0.047,0.014,,-96.7,-2.1,0.71,,,,1,2M,PM J06008+6809
I06011+5935,GJ 3378,90.296097,59.597126,-0.015,-1.159,,,,21.08,12.37,P,7.47,6.95,6.64,MDM,4107.82,0.42,0.696,0.418,0.964,0.691,0.802,3.77,M4.0,1.02,5.0,3300,P,,0.126,0.0033,0.113,0.045,0.144,0.042,,-33.0,-17.8,0.46,,,Y,1,2M,PM J06011+5935
I06017+1305,,90.440414,13.083755,-0.148,-0.051,0.0251,-1.0,,,11.93,P,8.44,7.83,7.59,MDM,3766.65,0.492,0.739,0.56,0.929,0.789,0.892,2.65,M2.5,0.93,5.0,3440,,,,,0.052,0.021,0.043,0.013,,3.3,-16.9,-0.19,,,,1,2M,PM J06017+1305
I06025+3707,,90.646973,37.126991,0.132,-0.056,,,,,11.81,P,8.43,7.84,7.59,MDM,4790.9,0.614,0.824,0.649,0.946,0.885,0.95,1.22,M1.0,1.19,4.5,3550,,,,,0.036,0.01,0.04,0.012,,-14.9,11.6,0.45,,,,0,2M,PM J06025+3707
I06035+1531,,90.895042,15.525254,-0.064,-0.037,0.226,-0.02,,,10.93,T,8.2,7.64,7.43,UH22,5642.78,0.765,0.881,0.847,0.977,0.931,0.962,-0.18,M0.0,1.04,4.5,3840,,,,,0.03,0.008,0.03,0.009,,0.0,-11.6,0.06,,,,0,2M,PM J06035+1531
I06071+3332,GJ 3384,91.799133,33.543713,0.095,-0.412,,,,,12.55,P,8.99,8.32,8.16,MDM,3767.6,0.532,0.782,0.567,0.934,0.794,0.915,2.25,M2.0,1.08,5.0,3460,P,M,,,0.036,0.01,0.035,0.01,,-53.6,-14.8,0.59,,,,1,2M,PM J06071+3332
