Teff,logg,U-B,B-V,V-Ic,Rc-Ic,J-H,H-Ks,V-Ks,Ks-W1,Ks-W2,Ks-W3,Ks-W4,V-Vt,Bt-Vt,V-Hp,Model
26000,5.0,-0.985,-0.245,-0.272,-0.175,-0.102,-0.084,-0.826,-0.063,-0.107,-0.181,-0.246,0.045,-0.259,0.171,ATLAS9
27000,3.5,-1.062,-0.269,-0.276,-0.179,-0.105,-0.089,-0.854,-0.067,-0.114,-0.193,-0.264,0.051,-0.291,0.186,ATLAS9
27000,4.0,-1.031,-0.267,-0.279,-0.18,-0.106,-0.087,-0.852,-0.067,-0.113,-0.191,-0.261,0.05,-0.285,0.183,ATLAS9
27000,4.5,-1.015,-0.261,-0.279,-0.179,-0.105,-0.087,-0.849,-0.067,-0.112,-0.189,-0.257,0.049,-0.276,0.18,ATLAS9
27000,5.0,-1.007,-0.253,-0.279,-0.179,-0.106,-0.086,-0.847,-0.067,-0.112,-0.187,-0.253,0.047,-0.267,0.176,ATLAS9
28000,3.5,-1.083,-0.275,-0.282,-0.182,-0.109,-0.092,-0.876,-0.069,-0.117,-0.197,-0.269,0.052,-0.298,0.189,ATLAS9
28000,4.0,-1.051,-0.274,-0.287,-0.184,-0.109,-0.091,-0.876,-0.069,-0.116,-0.195,-0.266,0.051,-0.293,0.187,ATLAS9
28000,4.5,-1.035,-0.268,-0.288,-0.184,-0.108,-0.09,-0.872,-0.068,-0.115,-0.193,-0.262,0.05,-0.284,0.183,ATLAS9
28000,5.0,-1.027,-0.26,-0.287,-0.183,-0.108,-0.089,-0.869,-0.069,-0.116,-0.192,-0.259,0.048,-0.275,0.179,ATLAS9
29000,3.5,-1.103,-0.279,-0.286,-0.184,-0.111,-0.094,-0.892,-0.071,-0.12,-0.201,-0.274,0.052,-0.303,0.191,ATLAS9
29000,4.0,-1.07,-0.281,-0.295,-0.188,-0.112,-0.093,-0.898,-0.071,-0.12,-0.2,-0.272,0.052,-0.301,0.19,ATLAS9
29000,4.5,-1.054,-0.274,-0.296,-0.189,-0.112,-0.092,-0.894,-0.071,-0.119,-0.198,-0.268,0.051,-0.292,0.187,ATLAS9
29000,5.0,-1.046,-0.266,-0.295,-0.188,-0.111,-0.092,-0.891,-0.071,-0.118,-0.196,-0.264,0.049,-0.283,0.182,ATLAS9
30000,3.5,-1.121,-0.283,-0.286,-0.184,-0.113,-0.095,-0.899,-0.072,-0.122,-0.204,-0.278,0.053,-0.308,0.194,ATLAS9
30000,4.0,-1.089,-0.287,-0.301,-0.192,-0.115,-0.095,-0.917,-0.073,-0.122,-0.203,-0.275,0.054,-0.308,0.194,ATLAS9
30000,4.5,-1.071,-0.282,-0.303,-0.193,-0.114,-0.095,-0.915,-0.072,-0.121,-0.201,-0.272,0.052,-0.301,0.191,ATLAS9
30000,5.0,-1.064,-0.274,-0.302,-0.192,-0.114,-0.094,-0.911,-0.072,-0.121,-0.199,-0.269,0.051,-0.291,0.187,ATLAS9
31000,3.5,-1.135,-0.285,-0.284,-0.183,-0.113,-0.097,-0.902,-0.073,-0.123,-0.207,-0.282,0.054,-0.31,0.196,ATLAS9
31000,4.0,-1.105,-0.292,-0.306,-0.194,-0.117,-0.097,-0.932,-0.074,-0.124,-0.206,-0.279,0.054,-0.314,0.197,ATLAS9
31000,4.5,-1.088,-0.288,-0.309,-0.196,-0.117,-0.096,-0.933,-0.074,-0.124,-0.205,-0.276,0.053,-0.308,0.194,ATLAS9
31000,5.0,-1.081,-0.28,-0.309,-0.196,-0.116,-0.096,-0.93,-0.074,-0.123,-0.203,-0.273,0.052,-0.299,0.19,ATLAS9
32000,4.0,-1.12,-0.297,-0.307,-0.195,-0.118,-0.099,-0.941,-0.075,-0.125,-0.209,-0.283,0.056,-0.319,0.2,ATLAS9
32000,4.5,-1.104,-0.294,-0.313,-0.198,-0.119,-0.098,-0.947,-0.075,-0.126,-0.207,-0.279,0.055,-0.315,0.198,ATLAS9
32000,5.0,-1.097,-0.286,-0.315,-0.199,-0.118,-0.098,-0.947,-0.075,-0.125,-0.205,-0.276,0.052,-0.307,0.193,ATLAS9
33000,4.0,-1.132,-0.3,-0.308,-0.195,-0.119,-0.1,-0.947,-0.076,-0.127,-0.212,-0.289,0.056,-0.323,0.202,ATLAS9
33000,4.5,-1.118,-0.299,-0.317,-0.2,-0.12,-0.1,-0.959,-0.076,-0.126,-0.209,-0.283,0.055,-0.321,0.201,ATLAS9
33000,5.0,-1.111,-0.292,-0.32,-0.201,-0.12,-0.1,-0.961,-0.075,-0.126,-0.207,-0.279,0.053,-0.314,0.197,ATLAS9
34000,4.0,-1.142,-0.303,-0.307,-0.194,-0.12,-0.101,-0.949,-0.076,-0.128,-0.216,-0.294,0.057,-0.327,0.204,ATLAS9
34000,4.5,-1.129,-0.303,-0.319,-0.2,-0.121,-0.101,-0.967,-0.077,-0.128,-0.212,-0.288,0.056,-0.325,0.203,ATLAS9
34000,5.0,-1.123,-0.298,-0.322,-0.202,-0.121,-0.101,-0.971,-0.076,-0.127,-0.209,-0.283,0.055,-0.319,0.2,ATLAS9
35000,4.0,-1.149,-0.306,-0.306,-0.192,-0.119,-0.101,-0.948,-0.077,-0.13,-0.219,-0.299,0.057,-0.33,0.205,ATLAS9
35000,4.5,-1.138,-0.308,-0.319,-0.2,-0.122,-0.102,-0.971,-0.078,-0.129,-0.216,-0.294,0.057,-0.33,0.206,ATLAS9
35000,5.0,-1.134,-0.302,-0.325,-0.203,-0.122,-0.102,-0.979,-0.077,-0.128,-0.212,-0.288,0.055,-0.325,0.202,ATLAS9
36000,4.0,-1.156,-0.309,-0.305,-0.192,-0.119,-0.101,-0.946,-0.078,-0.13,-0.221,-0.301,0.058,-0.333,0.208,ATLAS9
36000,4.5,-1.147,-0.31,-0.319,-0.199,-0.123,-0.102,-0.973,-0.078,-0.131,-0.22,-0.299,0.058,-0.333,0.207,ATLAS9
36000,5.0,-1.142,-0.307,-0.326,-0.203,-0.123,-0.103,-0.984,-0.078,-0.129,-0.215,-0.293,0.056,-0.33,0.205,ATLAS9
37000,4.0,-1.161,-0.311,-0.305,-0.191,-0.118,-0.101,-0.946,-0.078,-0.13,-0.222,-0.303,0.058,-0.336,0.209,ATLAS9
37000,4.5,-1.153,-0.314,-0.318,-0.198,-0.122,-0.103,-0.972,-0.079,-0.132,-0.223,-0.303,0.059,-0.336,0.21,ATLAS9
37000,5.0,-1.15,-0.31,-0.326,-0.202,-0.123,-0.104,-0.987,-0.078,-0.13,-0.218,-0.298,0.057,-0.333,0.207,ATLAS9
38000,4.0,-1.166,-0.313,-0.306,-0.191,-0.119,-0.101,-0.948,-0.078,-0.131,-0.222,-0.303,0.059,-0.338,0.21,ATLAS9
38000,4.5,-1.158,-0.317,-0.319,-0.198,-0.121,-0.104,-0.973,-0.079,-0.132,-0.224,-0.305,0.059,-0.339,0.211,ATLAS9
38000,5.0,-1.156,-0.314,-0.326,-0.201,-0.123,-0.104,-0.987,-0.079,-0.132,-0.222,-0.302,0.058,-0.337,0.209,ATLAS9
39000,4.0,-1.169,-0.316,-0.307,-0.192,-0.119,-0.102,-0.951,-0.078,-0.131,-0.224,-0.304,0.059,-0.34,0.212,ATLAS9
39000,4.5,-1.162,-0.32,-0.319,-0.197,-0.121,-0.104,-0.973,-0.079,-0.133,-0.225,-0.307,0.06,-0.343,0.213,ATLAS9
39000,5.0,-1.16,-0.318,-0.325,-0.2,-0.123,-0.105,-0.987,-0.079,-0.132,-0.224,-0.305,0.059,-0.34,0.211,ATLAS9
40000,4.5,-1.166,-0.323,-0.32,-0.198,-0.122,-0.104,-0.975,-0.08,-0.134,-0.227,-0.308,0.061,-0.345,0.214,ATLAS9
40000,5.0,-1.165,-0.32,-0.326,-0.2,-0.123,-0.105,-0.988,-0.08,-0.133,-0.226,-0.307,0.06,-0.342,0.213,ATLAS9
41000,4.5,-1.169,-0.325,-0.322,-0.198,-0.123,-0.104,-0.979,-0.08,-0.135,-0.228,-0.31,0.06,-0.348,0.215,ATLAS9
41000,5.0,-1.168,-0.324,-0.326,-0.199,-0.124,-0.105,-0.989,-0.08,-0.134,-0.228,-0.309,0.061,-0.345,0.215,ATLAS9
42000,4.5,-1.173,-0.327,-0.323,-0.199,-0.122,-0.105,-0.982,-0.081,-0.136,-0.23,-0.312,0.061,-0.35,0.217,ATLAS9
42000,5.0,-1.171,-0.326,-0.328,-0.2,-0.123,-0.106,-0.992,-0.081,-0.135,-0.229,-0.311,0.061,-0.347,0.216,ATLAS9
43000,4.5,-1.176,-0.329,-0.324,-0.199,-0.123,-0.105,-0.986,-0.082,-0.137,-0.232,-0.314,0.061,-0.352,0.217,ATLAS9
43000,5.0,-1.173,-0.329,-0.329,-0.2,-0.124,-0.107,-0.995,-0.081,-0.136,-0.23,-0.313,0.061,-0.35,0.217,ATLAS9
44000,4.5,-1.18,-0.331,-0.325,-0.2,-0.124,-0.106,-0.989,-0.082,-0.137,-0.233,-0.315,0.062,-0.354,0.219,ATLAS9
44000,5.0,-1.177,-0.331,-0.33,-0.201,-0.124,-0.107,-0.998,-0.082,-0.137,-0.232,-0.314,0.062,-0.352,0.218,ATLAS9
45000,4.5,-1.183,-0.332,-0.326,-0.2,-0.124,-0.107,-0.993,-0.083,-0.138,-0.235,-0.317,0.062,-0.355,0.22,ATLAS9
45000,5.0,-1.18,-0.333,-0.331,-0.202,-0.125,-0.107,-1.0,-0.083,-0.139,-0.234,-0.317,0.063,-0.354,0.22,ATLAS9
46000,4.5,-1.185,-0.334,-0.327,-0.201,-0.125,-0.107,-0.996,-0.083,-0.139,-0.236,-0.319,0.062,-0.358,0.221,ATLAS9
46000,5.0,-1.182,-0.335,-0.332,-0.202,-0.125,-0.108,-1.004,-0.083,-0.139,-0.235,-0.318,0.063,-0.356,0.221,ATLAS9
47000,4.5,-1.189,-0.335,-0.328,-0.202,-0.125,-0.107,-0.999,-0.084,-0.14,-0.238,-0.321,0.062,-0.36,0.222,ATLAS9
47000,5.0,-1.185,-0.336,-0.334,-0.203,-0.125,-0.108,-1.007,-0.084,-0.14,-0.237,-0.32,0.062,-0.359,0.221,ATLAS9
48000,4.5,-1.191,-0.336,-0.33,-0.203,-0.125,-0.108,-1.003,-0.084,-0.141,-0.239,-0.323,0.062,-0.36,0.221,ATLAS9
48000,5.0,-1.188,-0.338,-0.334,-0.203,-0.126,-0.109,-1.01,-0.084,-0.141,-0.238,-0.322,0.063,-0.361,0.223,ATLAS9
49000,4.5,-1.194,-0.337,-0.33,-0.203,-0.126,-0.108,-1.006,-0.085,-0.142,-0.241,-0.325,0.062,-0.363,0.223,ATLAS9
49000,5.0,-1.19,-0.339,-0.336,-0.204,-0.127,-0.109,-1.014,-0.085,-0.141,-0.24,-0.324,0.063,-0.361,0.223,ATLAS9
50000,5.0,-1.192,-0.341,-0.337,-0.205,-0.127,-0.11,-1.017,-0.085,-0.142,-0.241,-0.325,0.063,-0.364,0.224,ATLAS9
